epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,7760.57,1.189,0.71909,1.00636,0.79481,0.52792,0.60687,0.34496,1.54739,1.07399,1.1874,0.000454732,0.000454732,0.000454732
181,7801.95,1.17248,0.71583,0.98827,0.79668,0.54192,0.6184,0.35369,1.51119,1.07271,1.1692,0.000451066,0.000451066,0.000451066
182,7844.44,1.18241,0.72177,0.99812,0.80416,0.54789,0.62011,0.35413,1.53161,1.07633,1.18427,0.0004474,0.0004474,0.0004474
183,7890.1,1.16009,0.71729,0.98912,0.79699,0.53072,0.6108,0.34915,1.53464,1.07829,1.17324,0.000443733,0.000443733,0.000443733
184,7934.02,1.14751,0.70625,0.98408,0.80649,0.54057,0.6243,0.35386,1.52191,1.07523,1.16769,0.000440067,0.000440067,0.000440067
185,7976.2,1.17792,0.72479,0.99289,0.80364,0.54946,0.61587,0.34977,1.52957,1.08784,1.17979,0.000436401,0.000436401,0.000436401
186,8019.12,1.19301,0.73729,1.00487,0.80283,0.55494,0.62312,0.35715,1.51806,1.07174,1.17501,0.000432734,0.000432734,0.000432734
187,8064.22,1.14236,0.70363,0.98809,0.79082,0.55574,0.6185,0.34989,1.54321,1.06771,1.18707,0.000429068,0.000429068,0.000429068
188,8107.45,1.12013,0.68756,0.9804,0.81593,0.54412,0.62106,0.35931,1.52001,1.08092,1.1776,0.000425402,0.000425402,0.000425402
189,8150.47,1.17466,0.71587,0.99017,0.83751,0.52767,0.61856,0.35201,1.54819,1.0756,1.18554,0.000421736,0.000421736,0.000421736
190,8189.48,1.15599,0.70419,0.99355,0.8543,0.53745,0.61876,0.35416,1.51688,1.05996,1.17354,0.000418069,0.000418069,0.000418069
191,8231.61,1.15029,0.70373,0.98159,0.80408,0.54705,0.62262,0.35696,1.51192,1.06417,1.1769,0.000414403,0.000414403,0.000414403
192,8274.67,1.13594,0.69086,0.98061,0.80299,0.53933,0.62162,0.35694,1.51878,1.06801,1.17698,0.000410737,0.000410737,0.000410737
193,8319.14,1.1447,0.69801,0.98163,0.82664,0.54548,0.62486,0.35453,1.52628,1.06822,1.18928,0.00040707,0.00040707,0.00040707
194,8362.1,1.17457,0.72152,0.99388,0.81608,0.53459,0.62072,0.35924,1.51103,1.07193,1.18054,0.000403404,0.000403404,0.000403404
195,8403.71,1.14803,0.70957,0.98634,0.77359,0.55112,0.61883,0.35824,1.5004,1.06545,1.16789,0.000399738,0.000399738,0.000399738
196,8447.51,1.1427,0.69988,0.98538,0.81563,0.54569,0.62535,0.36221,1.49023,1.05069,1.16867,0.000396071,0.000396071,0.000396071
197,8488.94,1.13059,0.68677,0.97039,0.812,0.55924,0.62871,0.36518,1.48912,1.04443,1.16403,0.000392405,0.000392405,0.000392405
198,8533.16,1.13364,0.69008,0.97818,0.80545,0.54685,0.62586,0.36401,1.49482,1.06233,1.16118,0.000388739,0.000388739,0.000388739
199,8576.33,1.11973,0.68269,0.97878,0.78792,0.54887,0.61706,0.36029,1.49118,1.0737,1.16624,0.000385073,0.000385073,0.000385073
200,8617.55,1.12232,0.68836,0.97393,0.79124,0.54463,0.61057,0.34771,1.52262,1.07438,1.17777,0.000381406,0.000381406,0.000381406
201,8660.09,1.12433,0.68019,0.97644,0.78297,0.56728,0.6226,0.35838,1.49751,1.07053,1.16921,0.00037774,0.00037774,0.00037774
202,8702.1,1.10371,0.6736,0.97065,0.83253,0.53903,0.6211,0.35664,1.50969,1.07122,1.17183,0.000374074,0.000374074,0.000374074
203,8744.85,1.11263,0.67425,0.97431,0.80453,0.56901,0.63068,0.36609,1.48631,1.05276,1.16303,0.000370407,0.000370407,0.000370407
204,8788.19,1.11776,0.68094,0.97213,0.81585,0.56113,0.63302,0.37019,1.46731,1.0386,1.15532,0.000366741,0.000366741,0.000366741
205,8829.02,1.11668,0.67382,0.97494,0.79799,0.54745,0.62491,0.36238,1.48398,1.05471,1.1674,0.000363075,0.000363075,0.000363075
206,8874.15,1.13708,0.69207,0.98113,0.79231,0.545,0.62167,0.36241,1.48506,1.0574,1.16759,0.000359409,0.000359409,0.000359409
207,8916.21,1.09741,0.66972,0.97395,0.76926,0.5701,0.62665,0.36573,1.48783,1.05967,1.17041,0.000355742,0.000355742,0.000355742
208,8957.43,1.10556,0.66272,0.97002,0.76218,0.56749,0.6234,0.36502,1.48881,1.06349,1.16733,0.000352076,0.000352076,0.000352076
209,9001.32,1.09663,0.66869,0.96397,0.81227,0.54194,0.62388,0.3666,1.47681,1.06659,1.16375,0.00034841,0.00034841,0.00034841
210,9043.53,1.08241,0.65978,0.96571,0.78449,0.56268,0.63056,0.36949,1.50061,1.05036,1.16803,0.000344743,0.000344743,0.000344743
211,9086.8,1.11233,0.67628,0.97215,0.76833,0.57832,0.63414,0.37046,1.47141,1.06232,1.1645,0.000341077,0.000341077,0.000341077
212,9129.18,1.08119,0.65887,0.96626,0.7946,0.5634,0.62492,0.36542,1.47757,1.04346,1.16863,0.000337411,0.000337411,0.000337411
213,9170.64,1.10082,0.67181,0.96739,0.78207,0.57104,0.63199,0.37277,1.48181,1.04445,1.16688,0.000333744,0.000333744,0.000333744
214,9214.1,1.06924,0.64829,0.96098,0.78771,0.56785,0.63074,0.36718,1.47162,1.03106,1.16545,0.000330078,0.000330078,0.000330078
215,9256.2,1.07639,0.65525,0.95942,0.79053,0.57822,0.62999,0.36417,1.49638,1.03646,1.17701,0.000326412,0.000326412,0.000326412
216,9299.71,1.08059,0.65282,0.96491,0.81311,0.56593,0.63228,0.36699,1.48765,1.04637,1.16498,0.000322745,0.000322745,0.000322745
217,9341.3,1.08841,0.65463,0.9656,0.83152,0.55597,0.63732,0.37358,1.465,1.03164,1.15324,0.000319079,0.000319079,0.000319079
218,9386.67,1.06662,0.64708,0.96206,0.79079,0.5752,0.63679,0.37564,1.46034,1.02513,1.14908,0.000315413,0.000315413,0.000315413
219,9428.45,1.07813,0.6548,0.96314,0.79309,0.57186,0.63084,0.37216,1.47477,1.03475,1.1575,0.000311747,0.000311747,0.000311747
220,9474.38,1.0709,0.64424,0.95909,0.80532,0.5694,0.63474,0.36766,1.48374,1.03595,1.16446,0.00030808,0.00030808,0.00030808
221,9512.79,1.10096,0.66771,0.96504,0.79711,0.57548,0.63986,0.37218,1.47535,1.02204,1.15705,0.000304414,0.000304414,0.000304414
222,9557.41,1.0814,0.65292,0.96421,0.79031,0.57588,0.63596,0.37357,1.45897,1.0207,1.15225,0.000300748,0.000300748,0.000300748
223,9601.26,1.07384,0.64957,0.95621,0.80919,0.56503,0.6326,0.3688,1.47249,1.02749,1.15646,0.000297081,0.000297081,0.000297081
224,9642.33,1.06405,0.64964,0.9585,0.82581,0.5687,0.6402,0.37348,1.46513,1.02677,1.15468,0.000293415,0.000293415,0.000293415
225,9686.94,1.05331,0.64254,0.95676,0.79899,0.56833,0.63556,0.37357,1.46849,1.02602,1.15744,0.000289749,0.000289749,0.000289749
226,9729.74,1.04366,0.63476,0.94998,0.8116,0.57261,0.63297,0.37053,1.46787,1.01843,1.15726,0.000286083,0.000286083,0.000286083
227,9772.17,1.09308,0.66659,0.97108,0.82977,0.55172,0.62753,0.36741,1.48057,1.03775,1.17141,0.000282416,0.000282416,0.000282416
228,9815.7,1.07137,0.65061,0.96061,0.8363,0.54498,0.62906,0.36636,1.48418,1.02733,1.17226,0.00027875,0.00027875,0.00027875
229,9856.6,1.07591,0.65257,0.95295,0.7996,0.56619,0.6348,0.37316,1.46576,1.02781,1.15526,0.000275084,0.000275084,0.000275084
230,9900.97,1.05232,0.6338,0.95578,0.78141,0.57363,0.63401,0.37051,1.47072,1.0454,1.16026,0.000271417,0.000271417,0.000271417
231,9942.54,1.0686,0.6472,0.95631,0.82183,0.5675,0.63798,0.37611,1.46398,1.03898,1.15401,0.000267751,0.000267751,0.000267751
232,9984.7,1.06741,0.64685,0.95729,0.83722,0.55664,0.63327,0.37174,1.4574,1.02392,1.14743,0.000264085,0.000264085,0.000264085
233,10027.2,1.0374,0.62472,0.94543,0.85335,0.54382,0.63628,0.37569,1.47265,1.03041,1.16068,0.000260418,0.000260418,0.000260418
234,10070.4,1.03832,0.63498,0.94604,0.81619,0.5671,0.63961,0.37765,1.44959,1.02973,1.14995,0.000256752,0.000256752,0.000256752
235,10114.3,1.06666,0.65079,0.9526,0.8237,0.55732,0.63352,0.37651,1.45138,1.03029,1.15545,0.000253086,0.000253086,0.000253086
236,10156.3,1.04846,0.63101,0.94721,0.83122,0.55373,0.63502,0.3789,1.43417,1.02771,1.14799,0.00024942,0.00024942,0.00024942
237,10200,1.06429,0.64828,0.95688,0.78323,0.56856,0.62525,0.36915,1.46126,1.03332,1.15689,0.000245753,0.000245753,0.000245753
238,10242,1.03046,0.62702,0.94793,0.798,0.5716,0.63639,0.3782,1.44486,1.01427,1.15262,0.000242087,0.000242087,0.000242087
239,10284.5,1.03841,0.6351,0.95223,0.81549,0.56959,0.63721,0.37726,1.44879,1.01726,1.15651,0.000238421,0.000238421,0.000238421
240,10327.9,1.04634,0.63994,0.95278,0.81884,0.55506,0.63641,0.37479,1.45057,1.01797,1.15032,0.000234754,0.000234754,0.000234754
241,10377.1,1.04322,0.62336,0.9434,0.79081,0.57007,0.63353,0.37103,1.45204,1.01706,1.15084,0.000231088,0.000231088,0.000231088
242,10420.3,1.01887,0.616,0.94023,0.7867,0.57236,0.63453,0.37712,1.436,1.02596,1.14176,0.000227422,0.000227422,0.000227422
243,10460.5,1.03374,0.61852,0.94716,0.8271,0.55454,0.63428,0.37612,1.43876,1.01714,1.14581,0.000223755,0.000223755,0.000223755
244,10506,1.03035,0.63008,0.94571,0.81635,0.56179,0.63855,0.37961,1.42944,1.0079,1.13883,0.000220089,0.000220089,0.000220089
245,10549.8,1.00746,0.61141,0.93583,0.81764,0.57107,0.64336,0.38089,1.43049,1.00517,1.14603,0.000216423,0.000216423,0.000216423
246,10590.2,1.0248,0.61952,0.94344,0.80977,0.56887,0.63584,0.37883,1.4337,0.9973,1.15028,0.000212757,0.000212757,0.000212757
247,10631.9,1.03237,0.62814,0.95208,0.8277,0.55389,0.63638,0.37903,1.43657,1.0116,1.14711,0.00020909,0.00020909,0.00020909
248,10675.3,1.03233,0.62403,0.94949,0.80187,0.56205,0.63503,0.37867,1.43068,1.00665,1.14375,0.000205424,0.000205424,0.000205424
249,10720.2,1.00349,0.61214,0.93696,0.81506,0.57392,0.63423,0.37649,1.43767,1.01818,1.14732,0.000201758,0.000201758,0.000201758
250,10763.9,1.01412,0.61425,0.9476,0.80938,0.56913,0.63728,0.37591,1.45405,1.01619,1.15985,0.000198091,0.000198091,0.000198091
251,10805.9,1.00436,0.60494,0.94016,0.82462,0.56428,0.63906,0.38012,1.43428,1.02087,1.14639,0.000194425,0.000194425,0.000194425
252,10846,0.99931,0.61391,0.94607,0.82889,0.56314,0.63997,0.37969,1.44721,1.00981,1.15553,0.000190759,0.000190759,0.000190759
253,10889.5,1.02852,0.62112,0.93691,0.8034,0.55878,0.63073,0.3774,1.44491,1.01439,1.15697,0.000187092,0.000187092,0.000187092
254,10931.1,1.00756,0.61689,0.94857,0.80459,0.56529,0.63579,0.38211,1.42611,1.00879,1.14541,0.000183426,0.000183426,0.000183426
255,10972.5,0.99444,0.60472,0.93502,0.80519,0.57156,0.64281,0.38474,1.42583,1.00152,1.14108,0.00017976,0.00017976,0.00017976
256,11017.3,1.00158,0.61191,0.93133,0.80308,0.57716,0.64536,0.3857,1.42282,1.00223,1.14329,0.000176094,0.000176094,0.000176094
257,11060.7,0.99957,0.61189,0.93236,0.822,0.57716,0.64375,0.38253,1.41977,1.00197,1.1459,0.000172427,0.000172427,0.000172427
258,11102.6,0.99649,0.60516,0.93706,0.80339,0.57678,0.63953,0.38222,1.42915,1.00765,1.1486,0.000168761,0.000168761,0.000168761
259,11144.5,0.98776,0.59459,0.93736,0.78884,0.56763,0.6343,0.37736,1.4376,1.01484,1.14991,0.000165095,0.000165095,0.000165095
260,11187.4,1.00673,0.6105,0.93932,0.7996,0.56487,0.64101,0.38379,1.42914,1.01406,1.14445,0.000161428,0.000161428,0.000161428
261,11233.5,1.00935,0.61797,0.94262,0.79733,0.57494,0.64077,0.38286,1.43546,1.01844,1.14737,0.000157762,0.000157762,0.000157762
262,11275.1,0.98841,0.60626,0.93702,0.79745,0.57655,0.64056,0.38244,1.42563,1.02448,1.14407,0.000154096,0.000154096,0.000154096
263,11315.8,1.00233,0.6113,0.93621,0.81532,0.56233,0.63608,0.38404,1.4173,1.00733,1.13763,0.000150429,0.000150429,0.000150429
264,11359.7,0.97298,0.58715,0.92991,0.8057,0.56211,0.63307,0.38396,1.41186,1.01605,1.13817,0.000146763,0.000146763,0.000146763
265,11402.2,0.95989,0.58706,0.92874,0.822,0.56805,0.63957,0.38374,1.41762,1.01976,1.14572,0.000143097,0.000143097,0.000143097
266,11444.3,0.97314,0.58735,0.93406,0.82643,0.57751,0.64803,0.38593,1.41634,1.01117,1.14719,0.000139431,0.000139431,0.000139431
267,11488.4,0.96464,0.58105,0.93238,0.81288,0.57448,0.64238,0.38737,1.41511,1.01211,1.14485,0.000135764,0.000135764,0.000135764
268,11529.8,0.96171,0.58355,0.92971,0.8093,0.57166,0.63849,0.38499,1.41745,1.00132,1.14699,0.000132098,0.000132098,0.000132098
269,11575.2,0.97795,0.59405,0.9366,0.80596,0.58255,0.64372,0.38726,1.4131,1.01144,1.14403,0.000128432,0.000128432,0.000128432
270,11617.6,0.95801,0.5843,0.92424,0.78806,0.58071,0.64132,0.38554,1.42134,1.01104,1.14425,0.000124765,0.000124765,0.000124765
271,11661.5,0.96483,0.58934,0.92746,0.79771,0.57835,0.645,0.38569,1.41803,0.99901,1.14237,0.000121099,0.000121099,0.000121099
272,11702.2,0.96442,0.58564,0.93142,0.7869,0.5796,0.63968,0.38716,1.41077,0.99336,1.13842,0.000117433,0.000117433,0.000117433
273,11742.4,0.96754,0.58943,0.92938,0.80438,0.56791,0.63726,0.38419,1.41107,1.00457,1.14126,0.000113766,0.000113766,0.000113766
274,11787.9,0.97442,0.59164,0.92691,0.78598,0.57409,0.64108,0.3851,1.41592,1.00684,1.14328,0.0001101,0.0001101,0.0001101
275,11828.6,0.96711,0.59502,0.92759,0.79513,0.57523,0.63944,0.3863,1.40947,1.00187,1.13969,0.000106434,0.000106434,0.000106434
276,11874.5,0.95951,0.58424,0.92772,0.81601,0.56816,0.64301,0.38838,1.40744,0.99771,1.13786,0.000102768,0.000102768,0.000102768
277,11915.7,0.97348,0.59298,0.93237,0.80876,0.57294,0.64161,0.38573,1.4129,1.00813,1.13969,9.91012e-05,9.91012e-05,9.91012e-05
278,11960.2,0.97625,0.5894,0.92741,0.82509,0.56625,0.63924,0.38641,1.40744,1.00894,1.13645,9.54349e-05,9.54349e-05,9.54349e-05
279,12003.1,0.96723,0.58875,0.93186,0.83792,0.56454,0.64638,0.38903,1.40178,0.99764,1.13376,9.17686e-05,9.17686e-05,9.17686e-05
280,12045.1,0.95451,0.58739,0.92174,0.82446,0.57087,0.64369,0.386,1.40482,1.00278,1.13463,8.81023e-05,8.81023e-05,8.81023e-05
281,12086.6,0.95119,0.58149,0.92836,0.80506,0.57554,0.64134,0.38688,1.40495,1.00896,1.13411,8.4436e-05,8.4436e-05,8.4436e-05
282,12131.6,0.95918,0.58247,0.93072,0.79805,0.57446,0.64291,0.38688,1.40335,1.00382,1.13491,8.07697e-05,8.07697e-05,8.07697e-05
283,12174.1,0.96096,0.58939,0.93417,0.81107,0.57802,0.64531,0.38912,1.39886,0.99516,1.1323,7.71034e-05,7.71034e-05,7.71034e-05
284,12222,0.96378,0.59063,0.9271,0.81489,0.57428,0.6447,0.38861,1.40558,0.99567,1.13665,7.34371e-05,7.34371e-05,7.34371e-05
285,12265,0.96304,0.59517,0.92457,0.81906,0.57404,0.64531,0.38969,1.40523,0.99736,1.14059,6.97708e-05,6.97708e-05,6.97708e-05
286,12307.8,0.95988,0.58619,0.92348,0.82276,0.57228,0.64414,0.39103,1.39795,0.99592,1.1347,6.61045e-05,6.61045e-05,6.61045e-05
287,12351,0.93355,0.56639,0.91844,0.82495,0.57766,0.64855,0.39082,1.40064,0.99934,1.13296,6.24382e-05,6.24382e-05,6.24382e-05
288,12392.9,0.94286,0.56827,0.92591,0.82333,0.57265,0.64743,0.39058,1.39899,0.98994,1.13243,5.87719e-05,5.87719e-05,5.87719e-05
289,12436.3,0.94174,0.5783,0.92114,0.80016,0.57818,0.64412,0.38787,1.40184,0.99304,1.13397,5.51056e-05,5.51056e-05,5.51056e-05
290,12479.3,0.94547,0.57888,0.92169,0.80461,0.58097,0.64432,0.38979,1.39332,0.99645,1.13268,5.14393e-05,5.14393e-05,5.14393e-05
291,12559.6,0.98249,0.56459,0.9285,0.80188,0.56482,0.63049,0.37831,1.41997,1.02472,1.14745,4.7773e-05,4.7773e-05,4.7773e-05
292,12604.1,0.95316,0.5443,0.91947,0.79632,0.55917,0.62337,0.37283,1.43357,1.02824,1.15337,4.41067e-05,4.41067e-05,4.41067e-05
293,12645.2,0.90244,0.51813,0.90785,0.79189,0.56549,0.62991,0.37361,1.42743,1.01555,1.14843,4.04404e-05,4.04404e-05,4.04404e-05
294,12687.1,0.88386,0.51289,0.89562,0.79863,0.56718,0.63067,0.37607,1.42419,1.01802,1.14866,3.67741e-05,3.67741e-05,3.67741e-05
295,12729.3,0.89373,0.51355,0.9006,0.80171,0.56763,0.63123,0.37698,1.42509,1.02121,1.1485,3.31078e-05,3.31078e-05,3.31078e-05
296,12771.7,0.88378,0.51302,0.89908,0.80985,0.5691,0.63281,0.37925,1.41849,1.01963,1.14663,2.94415e-05,2.94415e-05,2.94415e-05
297,12813.2,0.87116,0.5062,0.88926,0.80684,0.57297,0.63404,0.38147,1.40581,1.00914,1.13933,2.57752e-05,2.57752e-05,2.57752e-05
298,12858.1,0.88381,0.51486,0.89754,0.7991,0.57481,0.63595,0.38231,1.40947,1.01072,1.14012,2.21089e-05,2.21089e-05,2.21089e-05
299,12901.8,0.85789,0.50085,0.88833,0.80646,0.56928,0.63738,0.38314,1.40642,1.00512,1.13842,1.84426e-05,1.84426e-05,1.84426e-05
300,12942.7,0.8499,0.49717,0.88765,0.79747,0.57222,0.63849,0.38412,1.40711,1.00626,1.13852,1.47763e-05,1.47763e-05,1.47763e-05
